,price,bedrooms,bathrooms,basement,floors,sqft_living,sqft_above,sqft_lot,sqft_living15,sqft_lot15,waterfront,view,condition,grade,yr_built,yr_modified,renovated,coordinates,lat,long,zipcode
0,221900.0,3,1.0,False,1.0,1180,1180,5650,1340,5650,False,0,3,7,1955,60,False,POINT (-122.257 47.5112),47.5112,-122.257,98178
1,538000.0,3,2.25,True,2.0,2570,2170,7242,1690,7639,False,0,3,7,1951,24,True,POINT (-122.319 47.721),47.721,-122.319,98125
2,180000.0,2,1.0,False,1.0,770,770,10000,2720,8062,False,0,3,6,1933,82,False,POINT (-122.233 47.7379),47.7379,-122.233,98028
3,604000.0,4,3.0,True,1.0,1960,1050,5000,1360,5000,False,0,5,7,1965,50,False,POINT (-122.393 47.5208),47.5208,-122.393,98136
4,510000.0,3,2.0,False,1.0,1680,1680,8080,1800,7503,False,0,3,8,1987,28,False,POINT (-122.045 47.6168),47.6168,-122.045,98074
5,1225000.0,4,4.5,True,1.0,5420,3890,101930,4760,101930,False,0,3,11,2001,14,False,POINT (-122.005 47.6561),47.6561,-122.005,98053
6,257500.0,3,2.25,False,2.0,1715,1715,6819,2238,6819,False,0,3,7,1995,20,False,POINT (-122.327 47.3097),47.3097,-122.327,98003
7,291850.0,3,1.5,False,1.0,1060,1060,9711,1650,9711,False,0,3,7,1963,52,False,POINT (-122.315 47.4095),47.4095,-122.315,98198
8,229500.0,3,1.0,True,1.0,1780,1050,7470,1780,8113,False,0,3,7,1960,55,False,POINT (-122.337 47.5123),47.5123,-122.337,98146
9,323000.0,3,2.5,False,2.0,1890,1890,6560,2390,7570,False,0,3,7,2003,12,False,POINT (-122.031 47.3684),47.3684,-122.031,98038
10,662500.0,3,2.5,True,1.0,3560,1860,9796,2210,8925,False,0,3,8,1965,50,False,POINT (-122.145 47.6007),47.6007,-122.145,98007
11,468000.0,2,1.0,True,1.0,1160,860,6000,1330,6000,False,0,4,7,1942,73,False,POINT (-122.292 47.69),47.69,-122.292,98115
12,310000.0,3,1.0,False,1.5,1430,1430,19901,1780,12697,False,0,4,7,1927,88,False,POINT (-122.229 47.7558),47.7558,-122.229,98028
13,400000.0,3,1.75,False,1.0,1370,1370,9680,1370,10208,False,0,4,7,1977,38,False,POINT (-122.045 47.6127),47.6127,-122.045,98074
14,530000.0,5,2.0,False,1.5,1810,1810,4850,1360,4850,False,0,3,7,1900,115,False,POINT (-122.394 47.67),47.67,-122.394,98107
15,650000.0,4,3.0,True,2.0,2950,1980,5000,2140,4000,False,3,3,9,1979,36,False,POINT (-122.375 47.5714),47.5714,-122.375,98126
16,395000.0,3,2.0,False,2.0,1890,1890,14040,1890,14018,False,0,3,7,1994,21,False,POINT (-121.962 47.7277),47.7277,-121.962,98019
17,485000.0,4,1.0,False,1.5,1600,1600,4300,1610,4300,False,0,4,7,1916,99,False,POINT (-122.343 47.6648),47.6648,-122.343,98103
18,189000.0,2,1.0,False,1.0,1200,1200,9850,1060,5095,False,0,4,7,1921,94,False,POINT (-122.21 47.3089),47.3089,-122.21,98002
19,230000.0,3,1.0,False,1.0,1250,1250,9774,1280,8850,False,0,4,7,1969,46,False,POINT (-122.306 47.3343),47.3343,-122.306,98003
20,385000.0,4,1.75,True,1.0,1620,860,4980,1400,4980,False,0,4,7,1947,68,False,POINT (-122.341 47.7025),47.7025,-122.341,98133
21,2000000.0,3,2.75,True,1.0,3050,2330,44867,4110,20336,False,4,3,9,1968,47,False,POINT (-122.233 47.5316),47.5316,-122.233,98040
22,285000.0,5,2.5,False,2.0,2270,2270,6300,2240,7005,False,0,3,8,1995,20,False,POINT (-122.169 47.3266),47.3266,-122.169,98092
23,252700.0,2,1.5,False,1.0,1070,1070,9643,1220,8386,False,0,3,7,1985,30,False,POINT (-122.166 47.3533),47.3533,-122.166,98030
24,329000.0,3,2.25,False,2.0,2450,2450,6500,2200,6865,False,0,4,8,1985,30,False,POINT (-122.172 47.3739),47.3739,-122.172,98030
25,233000.0,3,2.0,False,1.5,1710,1710,4697,1030,4705,False,0,5,6,1941,74,False,POINT (-122.218 47.3048),47.3048,-122.218,98002
26,937000.0,3,1.75,True,2.0,2450,1750,2691,1760,3573,False,0,3,8,1915,100,False,POINT (-122.36 47.6386),47.6386,-122.36,98119
27,667000.0,3,1.0,False,1.5,1400,1400,1581,1860,3861,False,0,5,8,1909,106,False,POINT (-122.314 47.6221),47.6221,-122.314,98112
28,438000.0,3,1.75,True,1.0,1520,790,6380,1520,6235,False,0,3,7,1948,67,False,POINT (-122.304 47.695),47.695,-122.304,98115
29,719000.0,4,2.5,False,2.0,2570,2570,7173,2630,6026,False,0,3,8,2005,10,False,POINT (-122.11 47.7073),47.7073,-122.11,98052
30,580500.0,3,2.5,False,2.0,2320,2320,3980,2580,3980,False,0,3,8,2003,12,False,POINT (-122.07 47.5391),47.5391,-122.07,98027
31,280000.0,2,1.5,False,3.0,1190,1190,1265,1390,1756,False,0,3,7,2005,10,False,POINT (-122.357 47.7274),47.7274,-122.357,98133
32,687500.0,4,1.75,True,1.5,2330,1510,5000,1460,5000,False,0,4,7,1929,86,False,POINT (-122.368 47.6823),47.6823,-122.368,98117
33,535000.0,3,1.0,False,1.5,1090,1090,3000,1570,5080,False,0,4,8,1929,86,False,POINT (-122.375 47.6889),47.6889,-122.375,98117
34,322500.0,4,2.75,True,1.0,2060,1280,6659,2020,8720,False,0,3,7,1981,34,False,POINT (-122.157 47.4276),47.4276,-122.157,98058
35,696000.0,3,2.5,True,1.5,2300,1510,3060,1590,3264,False,0,3,8,1930,13,True,POINT (-122.31 47.6827),47.6827,-122.31,98115
36,550000.0,4,1.0,True,1.0,1660,930,34848,2160,11467,False,0,1,5,1933,82,False,POINT (-122.132 47.6621),47.6621,-122.132,98052
37,640000.0,4,2.0,False,2.0,2360,2360,6000,1730,4700,False,0,4,8,1904,111,False,POINT (-122.362 47.6702),47.6702,-122.362,98107
38,240000.0,4,1.0,True,1.0,1220,890,8075,1290,7800,False,0,2,7,1969,46,False,POINT (-122.282 47.3341),47.3341,-122.282,98001
39,605000.0,4,2.5,False,2.0,2620,2620,7553,2620,11884,False,0,3,8,1996,19,False,POINT (-122.18 47.5301),47.5301,-122.18,98056
40,625000.0,4,2.5,False,2.0,2570,2570,5520,2470,5669,False,0,3,9,2000,15,False,POINT (-122.027 47.6145),47.6145,-122.027,98074
41,775000.0,4,2.25,True,1.0,4220,2600,24186,2410,30617,False,0,3,8,1984,31,False,POINT (-122.347 47.445),47.445,-122.347,98166
42,861990.0,5,2.75,False,2.0,3595,3595,5639,3625,5639,False,0,3,9,2014,1,False,POINT (-122.016 47.6848),47.6848,-122.016,98053
43,685000.0,3,1.0,False,2.0,1570,1570,2280,1580,2640,False,0,3,7,1922,93,False,POINT (-122.364 47.6413),47.6413,-122.364,98119
44,309000.0,3,1.0,True,1.0,1280,920,9656,1340,8808,False,0,4,6,1959,56,False,POINT (-122.175 47.4485),47.4485,-122.175,98058
45,488000.0,3,2.5,False,2.0,3160,3160,13603,3050,9232,False,0,3,8,2003,12,False,POINT (-121.977 47.7443),47.7443,-121.977,98019
46,210490.0,3,1.0,False,1.0,990,990,8528,1228,8840,False,0,3,6,1966,49,False,POINT (-122.371 47.3066),47.3066,-122.371,98023
47,785000.0,4,2.5,False,2.0,2290,2290,13416,2680,13685,False,0,4,9,1981,34,False,POINT (-122.151 47.6194),47.6194,-122.151,98007
48,450000.0,3,1.75,False,1.0,1250,1250,5963,970,5100,False,0,4,7,1953,62,False,POINT (-122.301 47.6796),47.6796,-122.301,98115
49,1350000.0,3,2.5,True,1.0,2753,2165,65005,2680,72513,True,2,5,9,1953,62,False,POINT (-122.451 47.4041),47.4041,-122.451,98070
50,228000.0,3,1.0,False,1.0,1190,1190,9199,1190,9364,False,0,3,7,1955,60,False,POINT (-122.322 47.4258),47.4258,-122.322,98148
51,345000.0,5,2.5,True,1.0,3150,1640,9134,1990,9133,False,0,4,8,1966,49,False,POINT (-122.189 47.4934),47.4934,-122.189,98056
52,600000.0,3,1.75,True,1.0,1410,1000,4080,1410,4080,False,0,4,7,1950,65,False,POINT (-122.384 47.6808),47.6808,-122.384,98117
53,585000.0,2,1.75,True,1.0,1980,990,8550,1480,6738,False,0,3,7,1981,34,False,POINT (-122.369 47.6989),47.6989,-122.369,98117
54,920000.0,5,2.25,True,1.5,2730,2130,6000,2730,6000,False,0,3,8,1927,88,False,POINT (-122.281 47.6571),47.6571,-122.281,98105
55,885000.0,4,2.5,False,2.0,2830,2830,5000,1950,5000,False,0,3,9,1995,20,False,POINT (-122.29 47.6597),47.6597,-122.29,98105
56,292500.0,4,2.5,False,2.0,2250,2250,4495,2250,4500,False,0,3,7,2008,7,False,POINT (-122.114 47.3663),47.3663,-122.114,98042
57,301000.0,3,2.5,False,2.0,2420,2420,4750,2690,4750,False,0,3,8,2003,12,False,POINT (-122.122 47.3663),47.3663,-122.122,98042
58,951000.0,5,3.25,False,2.0,3250,3250,14342,2960,11044,False,4,4,8,1968,47,False,POINT (-122.116 47.588),47.588,-122.116,98008
59,430000.0,4,3.0,False,2.0,1850,1850,9976,2270,8542,False,0,3,8,1991,24,False,POINT (-122.149 47.5059),47.5059,-122.149,98059
60,650000.0,3,2.25,True,1.0,2150,1590,21235,2570,18900,False,3,4,8,1959,56,False,POINT (-122.339 47.4336),47.4336,-122.339,98166
61,289000.0,3,1.75,False,1.0,1260,1260,8400,1290,8750,False,0,3,7,1954,61,False,POINT (-122.335 47.4366),47.4366,-122.335,98148
62,505000.0,3,1.75,False,2.0,2519,2519,8690,2500,9500,False,0,5,8,1973,42,False,POINT (-122.344 47.4428),47.4428,-122.344,98166
63,549000.0,3,1.75,False,3.0,1540,1540,1044,1580,3090,False,0,3,8,2014,1,False,POINT (-122.32 47.6765),47.6765,-122.32,98115
64,425000.0,3,2.25,True,1.0,1660,1110,6000,1440,4080,False,0,3,7,1979,36,False,POINT (-122.297 47.6113),47.6113,-122.297,98122
65,317625.0,3,2.75,True,1.5,2770,1770,3809,1440,4000,False,0,5,7,1925,90,False,POINT (-122.304 47.5747),47.5747,-122.304,98144
66,975000.0,4,2.5,False,2.0,2720,2720,11049,2750,11049,False,0,3,10,1989,26,False,POINT (-122.192 47.5815),47.5815,-122.192,98004
67,287000.0,4,2.5,False,2.0,2240,2240,4648,2221,4557,False,0,3,7,2005,10,False,POINT (-122.257 47.3378),47.3378,-122.257,98001
68,204000.0,3,1.0,False,1.0,1000,1000,12070,1010,12635,False,0,4,7,1968,47,False,POINT (-122.11 47.3621),47.3621,-122.11,98042
69,1325000.0,5,2.25,True,1.0,3200,1600,20158,3390,20158,False,0,3,8,1965,50,False,POINT (-122.215 47.6303),47.6303,-122.215,98004
70,1040000.0,5,3.25,True,1.0,4770,3070,50094,3530,38917,False,0,4,11,1973,42,False,POINT (-122.16 47.6525),47.6525,-122.16,98005
71,325000.0,3,2.0,False,1.0,1260,1260,5612,1640,4745,False,0,4,7,1972,43,False,POINT (-122.179 47.7362),47.7362,-122.179,98034
72,571000.0,4,2.0,True,1.5,2750,2250,7807,1510,7807,False,0,5,7,1916,99,False,POINT (-122.287 47.7168),47.7168,-122.287,98125
73,360000.0,4,2.5,False,2.0,2380,2380,5000,2420,5000,False,0,3,8,2005,10,False,POINT (-122.036 47.3608),47.3608,-122.036,98038
74,349000.0,3,1.75,True,1.0,1790,1090,50529,1940,50529,False,0,5,7,1965,50,False,POINT (-122.073 47.3511),47.3511,-122.073,98042
75,832500.0,4,4.0,True,2.0,3430,2390,35102,3240,35020,False,0,4,10,1986,29,False,POINT (-121.987 47.5822),47.5822,-121.987,98075
76,380000.0,4,1.75,True,1.0,1760,880,7300,1680,7500,False,0,3,7,1956,59,False,POINT (-122.125 47.6034),47.6034,-122.125,98008
77,480000.0,3,1.0,False,1.0,1040,1040,5060,890,5060,False,0,3,7,1941,74,False,POINT (-122.394 47.5636),47.5636,-122.394,98116
78,410000.0,3,1.0,True,1.0,1410,910,5060,1130,5693,False,0,4,7,1956,59,False,POINT (-122.34 47.7073),47.7073,-122.34,98133
79,720000.0,4,2.5,False,2.0,3450,3450,39683,3350,39750,False,0,3,10,2002,13,False,POINT (-122.025 47.342),47.342,-122.025,98010
80,390000.0,3,2.5,False,2.0,2350,2350,5100,2350,5363,False,0,3,8,2003,12,False,POINT (-122.008 47.3512),47.3512,-122.008,98038
81,360000.0,4,2.5,False,2.0,1900,1900,5889,1870,6405,False,0,3,7,1992,23,False,POINT (-122.031 47.349),47.349,-122.031,98038
82,355000.0,2,1.0,True,1.0,2020,1010,6720,1720,6720,False,0,3,7,1948,67,False,POINT (-122.291 47.5474),47.5474,-122.291,98118
83,356000.0,3,1.5,False,1.0,1680,1680,8712,1850,8797,False,0,3,8,1964,51,False,POINT (-122.149 47.4811),47.4811,-122.149,98059
84,315000.0,3,1.0,False,1.0,960,960,6634,1570,7203,False,0,3,6,1952,63,False,POINT (-122.31 47.7264),47.7264,-122.31,98125
85,940000.0,3,1.5,True,2.0,2140,1900,3600,2020,4800,False,0,3,9,1925,90,False,POINT (-122.365 47.6337),47.6337,-122.365,98119
86,305000.0,5,2.25,False,1.5,2660,2660,8400,1590,8165,False,0,5,7,1961,54,False,POINT (-122.189 47.2909),47.2909,-122.189,98092
87,461000.0,3,3.25,True,2.0,2770,1980,6278,1900,7349,False,0,3,9,2006,9,False,POINT (-122.199 47.5228),47.5228,-122.199,98056
88,215000.0,2,2.25,False,2.0,1610,1610,2040,1950,2025,False,0,4,7,1979,36,False,POINT (-122.194 47.518),47.518,-122.194,98056
89,335000.0,2,1.75,True,2.0,1030,765,1066,1030,1106,False,0,3,7,2006,9,False,POINT (-122.387 47.5394),47.5394,-122.387,98136
90,243500.0,4,2.5,False,2.0,1980,1980,7403,1980,7510,False,0,3,7,1988,27,False,POINT (-122.372 47.2897),47.2897,-122.372,98023
91,1099880.0,5,2.75,False,2.0,3520,3520,6353,2520,6250,False,0,4,10,2001,14,False,POINT (-122.391 47.6506),47.6506,-122.391,98199
92,153000.0,3,1.0,False,1.0,1200,1200,10500,1350,10500,False,0,3,7,1962,53,False,POINT (-122.351 47.322),47.322,-122.351,98023
93,430000.0,3,1.5,True,1.0,1580,1290,5000,1570,4500,False,0,3,8,1939,76,False,POINT (-122.386 47.687),47.687,-122.386,98117
94,700000.0,3,1.5,True,1.0,1580,1290,5000,1570,4500,False,0,3,8,1939,76,False,POINT (-122.386 47.687),47.687,-122.386,98117
95,905000.0,4,2.5,True,1.0,3300,2390,10250,1950,6045,False,0,3,7,1946,24,True,POINT (-122.249 47.5873),47.5873,-122.249,98040
96,247500.0,3,1.75,False,1.0,1960,1960,15681,1750,15616,False,0,3,7,1967,48,False,POINT (-122.277 47.3576),47.3576,-122.277,98032
97,199000.0,4,1.5,False,1.0,1160,1160,6400,1160,6400,False,0,4,7,1975,40,False,POINT (-122.378 47.3036),47.3036,-122.378,98023
98,314000.0,3,1.75,True,1.0,1810,1210,41800,1650,135036,False,0,5,7,1980,35,False,POINT (-121.958 47.4109),47.4109,-121.958,98038
99,437500.0,3,2.5,False,2.0,2320,2320,36847,2550,35065,False,2,3,9,1992,23,False,POINT (-121.714 47.4838),47.4838,-121.714,98045
100,850830.0,3,2.5,True,1.5,2070,1270,13241,2200,4500,False,0,5,9,1910,105,False,POINT (-122.315 47.6415),47.6415,-122.315,98102
101,555000.0,3,2.0,True,1.5,1980,1440,3478,1610,3478,False,0,4,7,1929,86,False,POINT (-122.372 47.6775),47.6775,-122.372,98117
102,699950.0,3,2.25,False,2.0,2190,2190,107593,2570,47777,False,0,4,8,1983,32,False,POINT (-122.08 47.7731),47.7731,-122.08,98077
103,1088000.0,3,2.5,False,2.0,2920,2920,8113,2370,8113,False,0,3,8,1950,5,True,POINT (-122.196 47.5814),47.5814,-122.196,98004
104,290000.0,3,1.0,False,1.0,1210,1210,33919,1640,14910,False,0,3,7,1954,61,False,POINT (-122.184 47.4375),47.4375,-122.184,98058
105,375000.0,3,2.5,True,1.0,2340,1460,10005,2250,8162,False,0,4,8,1978,37,False,POINT (-122.133 47.4431),47.4431,-122.133,98058
106,460000.0,3,1.0,True,1.5,1670,1170,4005,1240,4005,False,0,4,7,1939,76,False,POINT (-122.38 47.6878),47.6878,-122.38,98117
107,188500.0,2,1.75,False,1.0,1240,1240,2493,1270,4966,False,0,4,8,1985,30,False,POINT (-122.322 47.3813),47.3813,-122.322,98198
108,680000.0,4,2.5,False,2.0,3140,3140,28037,2990,35001,False,0,4,10,1991,24,False,POINT (-122.082 47.7304),47.7304,-122.082,98077
109,470000.0,5,1.75,False,2.0,2030,2030,12342,2500,9433,False,0,4,7,1942,73,False,POINT (-122.109 47.6417),47.6417,-122.109,98052
110,597750.0,4,2.5,False,2.0,2310,2310,9624,1940,9636,False,0,3,8,1984,31,False,POINT (-122.053 47.5386),47.5386,-122.053,98027
111,570000.0,3,1.75,True,1.0,1260,700,3328,1380,3536,False,0,5,6,1905,110,False,POINT (-122.349 47.6823),47.6823,-122.349,98103
112,272500.0,3,1.75,True,1.0,1540,1160,12600,1540,11656,False,0,4,7,1980,35,False,POINT (-122.031 47.3624),47.3624,-122.031,98038
113,329950.0,3,1.75,True,1.0,2080,1080,5969,2090,5500,False,2,3,7,1971,44,False,POINT (-122.295 47.5474),47.5474,-122.295,98108
114,480000.0,4,2.5,True,2.0,3230,2520,16171,2640,8517,False,3,3,9,2001,14,False,POINT (-122.253 47.3183),47.3183,-122.253,98001
115,740500.0,3,3.5,True,2.0,4380,2780,6350,1830,6350,False,0,3,8,1900,16,True,POINT (-122.368 47.6981),47.6981,-122.368,98117
116,518500.0,3,3.5,False,3.0,1590,1590,1102,1620,3166,False,0,3,8,2010,5,False,POINT (-122.347 47.6824),47.6824,-122.347,98103
117,205425.0,2,1.0,False,1.0,880,880,6780,1190,6780,False,0,4,6,1945,70,False,POINT (-122.248 47.5009),47.5009,-122.248,98178
118,171800.0,4,2.0,False,1.0,1570,1570,9600,1880,9000,False,0,3,6,1950,65,False,POINT (-122.303 47.4965),47.4965,-122.303,98168
119,535000.0,4,1.0,False,1.5,1610,1610,2982,1610,4040,False,0,4,7,1925,90,False,POINT (-122.294 47.587),47.587,-122.294,98144
120,660000.0,3,2.5,True,1.0,2400,1560,6474,2340,10856,False,2,3,8,1964,51,False,POINT (-122.386 47.7728),47.7728,-122.386,98177
121,391500.0,3,2.0,False,1.0,1450,1450,9132,1580,9104,False,0,3,7,1987,28,False,POINT (-122.226 47.7288),47.7288,-122.226,98034
122,395000.0,2,1.0,False,1.0,770,770,6000,1710,6000,False,0,3,6,1953,62,False,POINT (-122.364 47.6999),47.6999,-122.364,98117
123,445000.0,4,1.75,True,1.5,2100,1720,4400,1850,4400,False,0,5,7,1924,91,False,POINT (-122.266 47.5299),47.5299,-122.266,98118
124,770000.0,3,2.25,False,2.0,2910,2910,10204,2700,13992,False,0,3,9,1990,25,False,POINT (-122.098 47.6897),47.6897,-122.098,98052
125,1450000.0,4,2.75,True,1.5,2750,1980,17789,3060,11275,False,0,3,8,1914,23,True,POINT (-122.212 47.6141),47.6141,-122.212,98004
126,445000.0,3,2.25,True,1.0,2100,1620,8201,2660,8712,False,2,3,8,1967,48,False,POINT (-122.244 47.5091),47.5091,-122.244,98178
127,260000.0,4,2.25,True,1.0,2160,1360,8811,2090,8400,False,0,3,8,1978,37,False,POINT (-122.39 47.3129),47.3129,-122.39,98023
128,822500.0,5,3.5,True,2.0,2320,1720,4960,1700,4960,False,0,5,7,1926,89,False,POINT (-122.352 47.6763),47.6763,-122.352,98103
129,430000.0,4,2.5,False,2.0,2070,2070,4310,1970,3748,False,0,3,7,2004,11,False,POINT (-121.85 47.5319),47.5319,-121.85,98065
130,212000.0,3,1.75,False,1.0,1060,1060,7875,1420,7680,False,0,4,7,1986,29,False,POINT (-122.152 47.2761),47.2761,-122.152,98092
131,660500.0,4,2.25,True,1.0,2010,1440,9603,2060,9793,False,0,3,8,1986,29,False,POINT (-122.054 47.5343),47.5343,-122.054,98027
132,784000.0,3,3.5,True,1.5,3950,2460,111078,2480,88500,False,0,3,9,1989,26,False,POINT (-122.072 47.697),47.697,-122.072,98052
133,453246.0,3,2.5,True,2.0,2010,1390,2287,1690,1662,False,0,3,8,2014,1,False,POINT (-121.998 47.5517),47.5517,-121.998,98029
134,675000.0,4,3.5,False,3.0,2140,2140,2278,1540,2285,False,0,3,9,2005,10,False,POINT (-122.38 47.6734),47.6734,-122.38,98107
135,199000.0,3,1.75,False,1.0,1320,1320,17390,1550,19265,False,0,4,7,1956,59,False,POINT (-122.296 47.3257),47.3257,-122.296,98003
136,220000.0,4,1.75,True,1.0,2020,1010,7840,1750,8140,False,0,3,7,1968,47,False,POINT (-122.299 47.3309),47.3309,-122.299,98003
137,452000.0,4,2.25,True,1.0,2590,1340,10002,1550,10436,False,0,4,8,1968,47,False,POINT (-122.266 47.7689),47.7689,-122.266,98028
138,382500.0,2,1.0,False,1.0,1190,1190,4440,1060,5715,False,0,3,6,1981,34,False,POINT (-122.287 47.7135),47.7135,-122.287,98125
139,519950.0,3,2.25,False,3.0,1170,1170,1249,1350,1310,False,0,3,8,2014,1,False,POINT (-122.381 47.6722),47.6722,-122.381,98107
140,665000.0,2,1.0,False,1.0,1110,1110,3200,1170,3600,False,0,3,7,1925,90,False,POINT (-122.358 47.6338),47.6338,-122.358,98119
141,527700.0,5,2.5,True,1.0,2820,1550,9375,2820,9375,False,0,4,8,1968,47,False,POINT (-122.128 47.5707),47.5707,-122.128,98006
142,205000.0,3,1.0,True,1.0,1610,1010,8579,1610,8579,False,0,4,7,1962,53,False,POINT (-122.171 47.4563),47.4563,-122.171,98058
143,420000.0,3,1.0,True,1.0,1060,940,8097,1560,7940,False,0,4,7,1923,92,False,POINT (-122.351 47.7144),47.7144,-122.351,98133
144,500000.0,4,2.25,True,1.0,2030,1380,8517,2230,8824,False,0,4,8,1961,54,False,POINT (-122.174 47.5495),47.5495,-122.174,98006
145,921500.0,4,2.5,False,2.0,3670,3670,315374,2840,87991,False,0,4,9,1994,21,False,POINT (-122.026 47.7421),47.7421,-122.026,98077
146,890000.0,4,1.0,True,2.0,2550,2370,4000,2200,4000,False,0,3,8,1905,110,False,POINT (-122.353 47.6354),47.6354,-122.353,98109
147,430000.0,2,2.5,False,2.0,2420,2420,60984,1940,193842,False,0,3,7,2007,8,False,POINT (-121.943 47.5262),47.5262,-121.943,98027
148,258000.0,5,2.0,True,1.0,2260,1130,12500,1360,18000,False,0,4,8,1960,55,False,POINT (-122.286 47.3887),47.3887,-122.286,98032
149,511000.0,3,1.0,True,1.0,1430,980,3455,1450,4599,False,0,3,7,1947,68,False,POINT (-122.336 47.6873),47.6873,-122.336,98103
150,532170.0,3,2.0,False,2.0,1360,1360,3090,1500,3090,False,0,3,8,1990,25,False,POINT (-122.353 47.6838),47.6838,-122.353,98103
151,560000.0,3,1.0,False,1.5,1110,1110,5000,1420,5000,False,0,3,7,1947,68,False,POINT (-122.359 47.655),47.655,-122.359,98107
152,282950.0,3,1.0,False,1.0,1250,1250,8200,1680,8633,False,0,4,7,1954,61,False,POINT (-122.304 47.3255),47.3255,-122.304,98003
153,2250000.0,4,3.25,True,2.0,5180,3540,19850,3160,9750,False,3,3,12,2006,9,False,POINT (-122.162 47.562),47.562,-122.162,98006
154,350000.0,1,1.0,False,1.0,700,700,5100,1010,5100,False,0,3,7,1942,73,False,POINT (-122.3 47.679),47.679,-122.3,98115
155,215000.0,3,1.0,False,1.0,1180,1180,7669,1190,7669,False,0,4,7,1967,48,False,POINT (-122.176 47.4479),47.4479,-122.176,98058
156,650000.0,5,3.5,True,2.0,3960,2500,25245,2640,13675,False,0,3,9,1996,19,False,POINT (-122.172 47.525),47.525,-122.172,98056
157,320000.0,4,2.75,True,1.0,2640,1620,7500,1980,7875,False,0,3,8,1967,48,False,POINT (-122.369 47.3135),47.3135,-122.369,98023
158,247000.0,3,2.0,False,1.5,1270,1270,7198,1160,7198,False,0,3,7,1916,2,True,POINT (-121.996 47.2086),47.2086,-121.996,98022
159,320000.0,4,1.75,False,1.0,1760,1760,11180,1730,11180,False,0,4,8,1968,47,False,POINT (-122.118 47.4715),47.4715,-122.118,98059
160,255000.0,5,2.25,True,1.0,2060,1030,8632,1010,11680,False,0,3,7,1962,53,False,POINT (-122.335 47.4877),47.4877,-122.335,98146
161,438000.0,3,1.75,False,1.0,1780,1780,9660,1200,9660,False,0,3,7,1962,53,False,POINT (-122.193 47.7171),47.7171,-122.193,98034
162,900000.0,3,2.5,False,2.0,3400,3400,16603,3400,12601,False,0,3,10,2000,15,False,POINT (-122.023 47.6012),47.6012,-122.023,98075
163,441000.0,3,2.75,True,1.0,1910,1160,7280,1710,8152,False,0,3,7,1979,36,False,POINT (-122.224 47.7319),47.7319,-122.224,98034
164,420000.0,3,2.0,True,1.0,2020,1010,38332,2110,36590,False,0,4,7,1975,40,False,POINT (-122.023 47.4582),47.4582,-122.023,98027
165,370000.0,3,1.75,True,1.0,1580,1180,7000,1640,7500,False,0,3,7,1976,39,False,POINT (-122.168 47.7209),47.7209,-122.168,98034
166,269950.0,2,1.75,True,1.0,1340,700,7250,1830,9750,False,0,5,5,1949,66,False,POINT (-122.327 47.408),47.408,-122.327,98198
167,807100.0,4,2.5,False,2.0,2680,2680,4499,2920,4500,False,0,3,9,1999,16,False,POINT (-122.125 47.565),47.565,-122.125,98006
168,653000.0,3,2.5,True,1.0,2680,1610,9750,2480,8750,False,0,4,8,1979,36,False,POINT (-122.231 47.7028),47.7028,-122.231,98034
169,371500.0,3,2.0,False,1.0,1370,1370,8336,1770,7288,False,0,5,7,1964,51,False,POINT (-122.331 47.7458),47.7458,-122.331,98133
170,284000.0,3,1.75,False,1.0,1560,1560,21000,1070,7920,False,0,3,7,1954,61,False,POINT (-122.337 47.4776),47.4776,-122.337,98166
171,272000.0,3,1.75,True,1.0,2160,1670,7140,1930,7350,False,0,4,7,1978,37,False,POINT (-122.374 47.3026),47.3026,-122.374,98023
172,313000.0,3,1.5,False,1.5,1340,1340,7912,1480,7940,False,0,3,7,1955,60,False,POINT (-122.339 47.7658),47.7658,-122.339,98133
173,917500.0,4,2.5,True,2.0,3880,2570,35003,3740,35230,False,0,3,10,1984,31,False,POINT (-122.182 47.6477),47.6477,-122.182,98033
174,673000.0,4,2.25,False,2.0,2590,2590,8190,2260,8335,False,0,4,8,1980,35,False,POINT (-122.125 47.5619),47.5619,-122.125,98006
175,425000.0,3,2.5,True,2.0,1120,820,1100,1590,1795,False,0,3,8,2008,7,False,POINT (-122.31 47.6106),47.6106,-122.31,98122
176,399950.0,5,2.75,True,1.0,1970,1320,5400,1280,2150,False,0,3,7,1986,29,False,POINT (-122.308 47.5868),47.5868,-122.308,98144
